params_eta,params_gamma,params_lambda,params_max_depth,params_scale_pos_weight,param_n_estimators_mean,param_n_estimators_std,tr_pr_auc_mean,tr_pr_auc_std,te_pr_auc_mean,te_pr_auc_std,adj_pr_auc_mean,adj_pr_auc_std,tr_roc_auc_mean,tr_roc_auc_std,te_roc_auc_mean,te_roc_auc_std,tr_recall_mean,tr_recall_std,te_recall_mean,te_recall_std,tr_precision_mean,tr_precision_std,te_precision_mean,te_precision_std,time_mean,time_std
0.025,0.5,1.0,5,True,348.6,67.84762339242252,1.0,0.0,0.7342,0.0709,0.7243,0.0926,1.0,0.0,0.9797,0.0076,1.0,0.0,0.765,0.0634,0.8492,0.0927,0.5558,0.0282,3.0908,0.8437
0.05,0.75,1.0,3,False,108.0,35.6931365951495,0.9272,0.0415,0.7342,0.0791,0.7224,0.1007,0.996,0.0024,0.9797,0.0079,0.718,0.1044,0.5046,0.1076,0.9224,0.0366,0.7856,0.1038,0.9163,0.2519
0.05,0.5,0.5,5,True,185.0,47.916594202843754,1.0,0.0,0.7341,0.0765,0.7236,0.0989,1.0,0.0,0.9797,0.0077,1.0,0.0,0.7228,0.0959,0.867,0.1084,0.5554,0.0714,1.8893,0.4679
0.05,0.5,1.0,3,False,111.8,36.94184619100675,0.9321,0.042,0.734,0.0771,0.7224,0.0979,0.9962,0.0024,0.9798,0.0079,0.7334,0.1026,0.5024,0.099,0.931,0.039,0.7865,0.1029,0.8566,0.5053
0.125,0.1,1.0,3,True,123.6,25.095816384409577,0.9981,0.0023,0.734,0.0738,0.721,0.1021,0.9999,0.0001,0.9804,0.0088,1.0,0.0,0.7963,0.0717,0.7272,0.0795,0.546,0.0391,0.7344,0.1435
0.125,0.75,1.0,2,False,62.2,16.589153082662175,0.8767,0.0416,0.734,0.0752,0.7235,0.0959,0.9926,0.0025,0.9784,0.0084,0.6331,0.066,0.4786,0.0617,0.883,0.0325,0.8136,0.1228,0.4292,0.054
0.1,0.75,1.0,5,True,128.8,100.6339902816141,1.0,0.0,0.7339,0.0693,0.7267,0.0907,1.0,0.0,0.9802,0.0078,1.0,0.0,0.7305,0.1101,0.8671,0.0886,0.5504,0.0353,1.0216,0.2582
0.125,0.75,0.1,4,False,37.0,7.1763500472036625,0.9739,0.0211,0.7339,0.0761,0.7253,0.0961,0.9986,0.0011,0.9804,0.0067,0.8494,0.0788,0.4962,0.0876,0.9545,0.0368,0.7143,0.0552,0.4707,0.0289
0.075,0.0,0.75,2,True,269.2,59.955817065569214,0.9598,0.0271,0.7339,0.0767,0.721,0.1053,0.9983,0.0012,0.9798,0.0081,1.0,0.0,0.8568,0.0772,0.5711,0.077,0.4729,0.0355,1.1962,0.3759
0.05,0.0,0.75,3,True,276.8,30.93056740507681,0.9952,0.0054,0.7339,0.0686,0.7217,0.0984,0.9998,0.0002,0.9809,0.0082,1.0,0.0,0.8211,0.0791,0.683,0.0561,0.5131,0.0222,1.2447,0.1571
0.075,0.1,0.75,5,True,115.6,26.54806960967219,1.0,0.0,0.7339,0.0662,0.7239,0.0886,1.0,0.0,0.9796,0.0073,1.0,0.0,0.7707,0.08,0.8389,0.0971,0.5575,0.0373,1.135,0.1706
0.125,0.0,1.0,3,True,132.0,32.85574531189332,0.9987,0.0025,0.7339,0.071,0.7209,0.0993,0.9999,0.0001,0.9805,0.0081,1.0,0.0,0.8022,0.0696,0.7478,0.0783,0.5614,0.0435,0.7638,0.1584
0.075,1.0,0.1,3,True,220.6,52.57661076942865,0.9982,0.0031,0.7339,0.0873,0.7191,0.1149,0.9999,0.0001,0.9803,0.0096,1.0,0.0,0.7826,0.0624,0.7673,0.1294,0.5369,0.0245,1.0654,0.1824
0.05,0.5,0.1,3,False,98.6,28.40422503783548,0.9316,0.0337,0.7339,0.0875,0.7241,0.1052,0.9963,0.0018,0.9795,0.0082,0.7152,0.0786,0.4875,0.1293,0.9299,0.0436,0.7822,0.118,0.6287,0.1191
0.125,1.0,0.75,3,True,119.8,33.12400941915094,0.9949,0.0089,0.7338,0.0678,0.7226,0.0927,0.9998,0.0004,0.9805,0.009,1.0,0.0,0.7945,0.0528,0.7182,0.0982,0.5392,0.0323,0.7138,0.1574
0.025,0.1,1.0,3,True,564.0,80.941336781647,0.9969,0.0029,0.7338,0.07,0.7195,0.0992,0.9999,0.0001,0.9808,0.0089,1.0,0.0,0.8243,0.0545,0.6763,0.0525,0.5223,0.0119,2.5723,0.9319
0.025,0.0,0.5,4,False,165.6,42.16396565789323,0.9689,0.0178,0.7338,0.0776,0.7233,0.0995,0.9984,0.0009,0.9795,0.0083,0.8193,0.0848,0.4781,0.1223,0.964,0.0212,0.7544,0.0953,1.0857,0.1683
0.1,0.1,1.0,5,True,98.0,18.506755523321747,1.0,0.0,0.7337,0.0702,0.7254,0.0888,1.0,0.0,0.9795,0.0069,1.0,0.0,0.7452,0.1052,0.8999,0.0594,0.5633,0.043,1.0088,0.1391
0.125,0.5,0.5,2,True,173.0,44.06245567373657,0.9706,0.0161,0.7337,0.0633,0.7213,0.0921,0.9988,0.0007,0.9808,0.0066,1.0,0.0,0.8545,0.0595,0.5888,0.045,0.5021,0.0188,0.7061,0.1728
0.125,1.0,0.5,3,True,129.8,24.692104001076938,0.9992,0.0006,0.7337,0.0739,0.7213,0.0975,1.0,0.0,0.9805,0.0073,1.0,0.0,0.7778,0.0382,0.7604,0.0791,0.5556,0.0273,0.735,0.1207
0.075,1.0,0.75,4,True,162.8,46.13783696707075,0.9996,0.0006,0.7337,0.0788,0.7233,0.1033,1.0,0.0,0.979,0.0097,1.0,0.0,0.772,0.0751,0.8451,0.1238,0.5657,0.0379,1.3097,0.6486
0.075,0.1,0.75,4,True,143.6,24.62315982972129,0.9995,0.0012,0.7337,0.0859,0.7226,0.1091,1.0,0.0001,0.9793,0.01,1.0,0.0,0.7817,0.0723,0.8103,0.1145,0.5647,0.0329,1.0515,0.148
0.1,0.0,0.5,2,True,227.8,80.96110177115922,0.9668,0.0272,0.7336,0.0822,0.721,0.11,0.9986,0.0012,0.9799,0.0082,1.0,0.0,0.8569,0.0649,0.5986,0.09,0.5013,0.0313,0.8345,0.2615
0.125,0.75,0.75,5,False,34.4,10.16366075781753,0.9887,0.0097,0.7336,0.0596,0.7235,0.083,0.9994,0.0005,0.9799,0.0062,0.9089,0.0562,0.4835,0.1084,0.9751,0.0197,0.7555,0.0797,0.5141,0.052
0.1,0.75,0.5,4,True,115.2,21.718655575334306,0.9997,0.0004,0.7336,0.0697,0.7231,0.0946,1.0,0.0,0.9796,0.0087,1.0,0.0,0.7626,0.0734,0.8291,0.0856,0.5604,0.0224,1.2212,0.2738
0.1,0.5,0.75,3,True,149.6,31.10948408443959,0.9987,0.0013,0.7336,0.0743,0.721,0.1022,0.9999,0.0001,0.9805,0.0085,1.0,0.0,0.8006,0.085,0.7078,0.0399,0.5332,0.0187,0.8292,0.131
0.1,0.5,0.5,3,True,161.2,23.868389137099303,0.9996,0.0004,0.7336,0.0644,0.7205,0.0936,1.0,0.0,0.9801,0.0093,1.0,0.0,0.7924,0.0874,0.7432,0.0258,0.5463,0.0274,1.1494,0.5298
0.025,0.0,1.0,3,True,585.4,77.21269325700277,0.9967,0.0037,0.7335,0.0622,0.7213,0.0923,0.9999,0.0002,0.9811,0.0084,1.0,0.0,0.8222,0.0593,0.6887,0.069,0.5215,0.0251,2.6429,0.6996
0.1,0.0,0.75,5,False,49.4,14.536161804272819,0.9943,0.006,0.7335,0.0686,0.7234,0.0901,0.9997,0.0003,0.9797,0.0062,0.9417,0.051,0.4807,0.0863,0.985,0.0121,0.7628,0.1394,0.6181,0.1191
0.025,0.75,1.0,4,False,150.2,28.420063335608525,0.9597,0.0165,0.7334,0.0752,0.7236,0.0936,0.9979,0.0009,0.9797,0.0071,0.7733,0.0593,0.4794,0.1254,0.9532,0.0229,0.7444,0.0824,1.1622,0.5112
0.075,0.5,0.5,2,False,105.2,40.25791847574834,0.8801,0.0423,0.7334,0.0773,0.7225,0.1005,0.9928,0.0027,0.9784,0.0077,0.6214,0.0756,0.4762,0.0852,0.8956,0.0361,0.8301,0.1183,0.7502,0.4163
0.075,0.0,0.5,2,False,105.2,40.25791847574834,0.8801,0.0423,0.7334,0.0773,0.7225,0.1005,0.9928,0.0027,0.9784,0.0077,0.6214,0.0756,0.4762,0.0852,0.8956,0.0361,0.8301,0.1183,0.5317,0.1079
0.075,0.1,0.5,2,False,105.2,40.25791847574834,0.8801,0.0423,0.7334,0.0773,0.7225,0.1005,0.9928,0.0027,0.9784,0.0077,0.6214,0.0756,0.4762,0.0852,0.8956,0.0361,0.8301,0.1183,0.5386,0.1096
0.075,0.1,1.0,4,True,155.2,42.80420540087154,0.9997,0.0005,0.7334,0.0631,0.7238,0.0881,1.0,0.0,0.9797,0.0085,1.0,0.0,0.7718,0.0926,0.802,0.1247,0.5508,0.0473,1.1068,0.2385
0.125,0.1,0.1,2,True,176.2,62.34741373946477,0.97,0.0369,0.7334,0.0873,0.7199,0.1167,0.9988,0.0016,0.9796,0.0093,1.0,0.0,0.8237,0.0705,0.5996,0.0659,0.4804,0.052,0.9066,0.6485
0.05,0.75,0.5,3,False,99.2,29.9866637023861,0.9242,0.0367,0.7334,0.0911,0.7232,0.1115,0.9958,0.0021,0.9793,0.0089,0.7159,0.0595,0.4649,0.11,0.9214,0.0431,0.7639,0.1235,0.8478,0.4901
0.125,0.0,0.75,5,False,30.0,7.14142842854285,0.9867,0.0104,0.7334,0.0621,0.7233,0.0856,0.9993,0.0005,0.9799,0.0064,0.9018,0.059,0.5062,0.0549,0.9652,0.0246,0.7648,0.0591,0.4951,0.0397
0.025,0.1,0.75,2,True,733.8,197.66942100385683,0.9494,0.0272,0.7332,0.0898,0.7207,0.1182,0.9978,0.0012,0.98,0.0093,1.0,0.0,0.8853,0.0598,0.5413,0.0643,0.4771,0.0313,2.2554,1.1184
0.025,0.0,0.1,2,True,736.2,211.96273257344083,0.9512,0.0366,0.7332,0.0913,0.7207,0.1181,0.9979,0.0016,0.9795,0.0097,1.0,0.0,0.8737,0.0349,0.5462,0.0633,0.4655,0.0411,2.3181,0.5407
0.125,1.0,0.5,2,False,61.2,14.75466028073842,0.8783,0.039,0.7331,0.0802,0.7227,0.1025,0.9928,0.0022,0.9775,0.0094,0.6396,0.0644,0.4639,0.0856,0.8836,0.0485,0.8139,0.1318,0.7247,0.235
0.025,0.5,1.0,4,False,163.0,35.014282800023196,0.9641,0.0219,0.7331,0.0712,0.723,0.0915,0.9981,0.0012,0.98,0.0074,0.7956,0.0837,0.4847,0.1186,0.9559,0.0223,0.7769,0.1093,1.3657,0.2563
0.025,0.75,0.1,3,False,194.4,59.18023318642805,0.9296,0.0337,0.7331,0.0936,0.7232,0.1136,0.9961,0.0019,0.979,0.0087,0.7142,0.0778,0.4899,0.1094,0.9311,0.0335,0.7765,0.0974,0.937,0.2514
0.1,0.0,0.75,3,True,149.6,20.85185843036539,0.9989,0.0009,0.7331,0.0823,0.7189,0.1075,1.0,0.0,0.9806,0.0083,1.0,0.0,0.7889,0.0698,0.7118,0.0309,0.5233,0.0209,0.8377,0.1112
0.025,1.0,0.5,3,False,196.4,53.42564927073886,0.9251,0.0305,0.7329,0.0872,0.7225,0.1076,0.9959,0.0017,0.9792,0.0084,0.7081,0.0636,0.4702,0.1013,0.9285,0.034,0.7676,0.1187,0.9575,0.2339
0.075,0.0,0.5,4,True,169.2,38.39531221386277,1.0,0.0001,0.7328,0.0685,0.7222,0.0922,1.0,0.0,0.9794,0.0087,1.0,0.0,0.7526,0.1052,0.869,0.0941,0.5643,0.0329,1.1733,0.2463
0.075,0.5,0.1,3,False,63.4,19.882152800941856,0.928,0.0328,0.7328,0.0854,0.7225,0.1062,0.9961,0.0018,0.9796,0.008,0.6976,0.0928,0.4656,0.1522,0.9262,0.0443,0.7663,0.0951,0.5145,0.1041
0.025,0.0,0.1,3,True,544.4,155.6367565840409,0.9939,0.0068,0.7327,0.081,0.7198,0.1098,0.9997,0.0003,0.9801,0.0096,1.0,0.0,0.818,0.0455,0.6807,0.1054,0.5029,0.0248,2.4436,0.854
0.1,0.1,0.1,2,False,72.6,19.03417978269618,0.8731,0.0439,0.7327,0.0901,0.7218,0.1112,0.9925,0.0025,0.9776,0.0089,0.6333,0.0709,0.4639,0.0856,0.8773,0.0302,0.7901,0.1345,0.4653,0.049
0.05,0.75,1.0,5,True,249.0,188.65047044733285,0.9999,0.0001,0.7326,0.0738,0.7232,0.0939,1.0,0.0,0.9793,0.0077,1.0,0.0,0.7713,0.0787,0.8579,0.1082,0.5563,0.0379,1.6012,0.3331
0.125,0.75,1.0,2,True,184.6,18.352111595127138,0.976,0.0202,0.7326,0.0726,0.7195,0.1022,0.999,0.0009,0.9804,0.0081,1.0,0.0,0.8487,0.0434,0.6098,0.0575,0.4847,0.0275,0.7333,0.1063
0.075,0.0,0.5,5,True,130.0,25.524498036200438,1.0,0.0,0.7325,0.0936,0.7216,0.1152,1.0,0.0,0.9796,0.0092,1.0,0.0,0.7463,0.086,0.9025,0.0939,0.5722,0.048,1.2489,0.1206
0.1,0.5,0.1,2,False,72.6,19.03417978269618,0.873,0.0438,0.7325,0.0903,0.7215,0.1113,0.9925,0.0025,0.9776,0.0089,0.6342,0.0712,0.4639,0.0856,0.8786,0.0311,0.7901,0.1345,0.4535,0.0592
0.025,1.0,0.75,4,False,165.8,49.8467651909329,0.968,0.0184,0.7324,0.0772,0.7226,0.0964,0.9983,0.001,0.9799,0.0073,0.8032,0.0822,0.4847,0.1186,0.9584,0.0242,0.7769,0.1093,1.4028,0.7089
0.05,1.0,0.1,2,True,405.2,127.82096854585323,0.9632,0.0271,0.7324,0.0792,0.7203,0.1065,0.9984,0.0012,0.9798,0.0086,1.0,0.0,0.8794,0.0541,0.5691,0.061,0.4759,0.0305,1.2526,0.3622
0.075,1.0,0.75,4,False,60.0,17.478558292948534,0.9694,0.0222,0.7324,0.0667,0.7225,0.0867,0.9984,0.0012,0.9796,0.0068,0.82,0.0762,0.4849,0.0978,0.9625,0.0217,0.7516,0.0784,0.6955,0.2157
0.1,0.5,0.1,3,False,56.8,20.24104740372889,0.9409,0.0371,0.7324,0.0912,0.7216,0.1099,0.9968,0.0021,0.9801,0.0081,0.7471,0.1073,0.4979,0.1573,0.9373,0.0376,0.7913,0.0943,0.519,0.1419
0.075,0.1,0.5,2,True,282.4,102.02107625388001,0.9621,0.0293,0.7324,0.0768,0.7202,0.105,0.9985,0.0012,0.9798,0.008,1.0,0.0,0.869,0.0613,0.5743,0.0613,0.4918,0.0433,0.977,0.3483
0.075,0.5,0.1,2,True,263.4,36.71239572678415,0.9622,0.0298,0.7323,0.0758,0.719,0.1043,0.9984,0.0013,0.9796,0.0076,1.0,0.0,0.8593,0.063,0.5723,0.0551,0.4732,0.0407,1.1808,0.4446
0.05,1.0,0.5,2,True,460.8,121.57590221750361,0.9723,0.0235,0.7323,0.0849,0.7193,0.113,0.9989,0.001,0.9796,0.0091,1.0,0.0,0.856,0.0691,0.5917,0.0585,0.4947,0.0499,1.66,0.4884
0.075,0.5,0.75,4,False,64.6,20.156884679930084,0.9721,0.025,0.7323,0.0656,0.7225,0.0871,0.9985,0.0013,0.9799,0.0067,0.8351,0.0904,0.4855,0.0967,0.9664,0.0255,0.77,0.0825,0.9068,0.1161
0.1,0.5,0.75,2,True,223.6,58.71371219740752,0.9721,0.0183,0.7323,0.0673,0.7202,0.0971,0.9988,0.0008,0.9798,0.0079,1.0,0.0,0.8414,0.0678,0.5926,0.062,0.4973,0.0192,0.8433,0.2269
0.1,0.75,0.75,5,False,44.0,14.035668847618199,0.9927,0.0053,0.7323,0.068,0.7224,0.0878,0.9996,0.0003,0.9799,0.0061,0.9134,0.0557,0.4883,0.0808,0.9845,0.0088,0.7519,0.1164,0.5708,0.0808
0.05,0.0,0.75,4,False,91.0,21.059439688652688,0.9743,0.0185,0.7322,0.0718,0.7213,0.0946,0.9986,0.001,0.9803,0.0074,0.8335,0.0638,0.4724,0.1086,0.9694,0.0233,0.7515,0.0686,0.7166,0.1222
0.125,0.75,0.75,2,True,196.2,71.9180088712139,0.9768,0.0191,0.7322,0.0666,0.7193,0.0966,0.999,0.0008,0.9802,0.0077,1.0,0.0,0.8414,0.0678,0.6113,0.0606,0.5005,0.0188,0.7658,0.2445
0.025,0.1,0.75,4,False,168.0,48.29078587059855,0.9693,0.0177,0.7321,0.0771,0.722,0.0964,0.9984,0.0009,0.9797,0.0074,0.8117,0.077,0.4847,0.1186,0.9612,0.0218,0.7695,0.1138,1.4089,0.4298
0.1,0.5,0.5,4,True,122.0,16.95582495781317,1.0,0.0001,0.7321,0.0672,0.7202,0.0918,1.0,0.0,0.9799,0.0079,1.0,0.0,0.7599,0.1132,0.8556,0.0886,0.5559,0.0232,0.9171,0.1006
0.075,1.0,0.5,2,False,88.6,23.754999473794985,0.8636,0.0234,0.7321,0.0757,0.7213,0.099,0.9917,0.0015,0.978,0.0076,0.5955,0.0455,0.4633,0.0759,0.8819,0.0268,0.8268,0.1179,0.8006,0.2548
0.125,1.0,0.1,2,False,61.8,35.08133406813373,0.8624,0.0653,0.7321,0.0824,0.7214,0.1055,0.9921,0.0036,0.9788,0.0087,0.6115,0.1049,0.4521,0.0952,0.8811,0.0572,0.8007,0.0915,0.6037,0.2995
0.025,1.0,0.1,4,False,173.6,44.65198763773008,0.9764,0.0163,0.7321,0.0827,0.7224,0.1025,0.9988,0.0009,0.979,0.0081,0.8457,0.0767,0.4945,0.1523,0.9707,0.0216,0.756,0.1041,1.0716,0.1627
0.075,0.5,1.0,4,True,171.4,21.337759957408835,1.0,0.0,0.7321,0.06,0.7231,0.0826,1.0,0.0,0.9799,0.0076,1.0,0.0,0.766,0.0865,0.8794,0.0514,0.5764,0.0218,1.1954,0.2035
0.075,0.0,0.1,4,False,58.8,26.873779042032776,0.9686,0.0224,0.7321,0.0815,0.723,0.099,0.9983,0.0012,0.9796,0.0071,0.8297,0.0977,0.4789,0.1537,0.9597,0.0269,0.7907,0.1012,0.5635,0.0868
0.075,0.75,0.1,3,False,64.2,21.253235047869772,0.9286,0.0328,0.732,0.084,0.722,0.1045,0.9961,0.0018,0.9796,0.0078,0.7056,0.0958,0.4761,0.1431,0.9314,0.0368,0.7729,0.0826,0.7705,0.3484
0.1,0.1,0.5,2,False,72.6,27.005554984113918,0.8705,0.0287,0.732,0.0817,0.7211,0.1052,0.9922,0.0019,0.9776,0.0093,0.6059,0.0464,0.4564,0.0898,0.8913,0.0408,0.8015,0.1221,0.627,0.1313
0.1,0.0,0.5,2,False,72.6,27.005554984113918,0.8705,0.0287,0.732,0.0817,0.7211,0.1052,0.9922,0.0019,0.9776,0.0093,0.6059,0.0464,0.4564,0.0898,0.8913,0.0408,0.8015,0.1221,0.485,0.1019
0.05,0.0,0.75,4,True,221.8,44.24590376520746,1.0,0.0001,0.732,0.0784,0.7213,0.1021,1.0,0.0,0.9793,0.0094,1.0,0.0,0.7817,0.0723,0.8048,0.0798,0.5574,0.0306,1.5572,0.3877
0.125,0.0,0.5,4,False,34.0,9.772410142846033,0.9592,0.024,0.732,0.0514,0.7223,0.0756,0.9978,0.0013,0.979,0.0059,0.8154,0.0861,0.4801,0.0734,0.9431,0.0364,0.7292,0.0653,0.4687,0.0499
0.1,0.5,1.0,4,False,52.8,22.884492565927697,0.968,0.03,0.732,0.0522,0.7222,0.0753,0.9983,0.0016,0.9795,0.0066,0.8386,0.1068,0.4995,0.0949,0.9583,0.0349,0.7446,0.0717,0.5471,0.1269
0.025,0.0,0.1,3,False,196.8,58.47392581313486,0.9312,0.0336,0.732,0.0915,0.7214,0.1115,0.9962,0.0019,0.979,0.0085,0.707,0.083,0.484,0.1152,0.9318,0.0354,0.777,0.1131,1.2899,0.2513
0.025,0.1,0.1,3,False,196.8,58.47392581313486,0.9312,0.0336,0.732,0.0915,0.7214,0.1115,0.9962,0.0019,0.979,0.0085,0.707,0.083,0.484,0.1152,0.9318,0.0354,0.777,0.1131,1.2871,0.3664
0.025,0.1,1.0,5,True,351.4,71.50384605040487,1.0,0.0,0.7319,0.0809,0.7206,0.102,1.0,0.0,0.9793,0.0082,1.0,0.0,0.7504,0.1041,0.8381,0.0942,0.5505,0.0405,3.096,0.5402
0.05,1.0,0.75,2,True,387.0,79.63039620647382,0.9576,0.0207,0.7319,0.0837,0.7194,0.112,0.9982,0.0009,0.9803,0.0087,1.0,0.0,0.8749,0.0675,0.5513,0.0521,0.4785,0.0347,1.1673,0.2419
0.125,1.0,0.5,4,False,35.0,14.404860290887934,0.958,0.0235,0.7319,0.049,0.7224,0.0775,0.9978,0.0013,0.9791,0.007,0.8063,0.0938,0.4824,0.0755,0.9384,0.0346,0.7195,0.0442,0.7605,0.0651
0.075,0.75,0.75,2,True,270.4,88.9230003992218,0.9597,0.0341,0.7318,0.0828,0.7188,0.1114,0.9983,0.0015,0.9801,0.0092,1.0,0.0,0.8715,0.0619,0.5627,0.0718,0.4728,0.036,0.946,0.2686
0.05,0.1,0.75,5,True,196.8,42.487645263064415,1.0,0.0,0.7318,0.0697,0.7205,0.0926,1.0,0.0,0.98,0.0068,1.0,0.0,0.7131,0.0992,0.9056,0.0757,0.5517,0.0176,1.6973,0.3352
0.075,0.75,0.1,2,True,255.4,39.48797285250282,0.9612,0.0169,0.7318,0.0755,0.7181,0.1043,0.9984,0.0007,0.98,0.0079,1.0,0.0,0.858,0.0547,0.5609,0.0342,0.472,0.032,1.1811,0.4398
0.075,1.0,0.1,5,False,54.6,12.621410380777577,0.9968,0.004,0.7317,0.0657,0.7244,0.0817,0.9998,0.0002,0.979,0.0064,0.9292,0.0327,0.5114,0.1324,0.9923,0.0091,0.7653,0.0673,0.6288,0.1135
0.025,0.75,0.5,3,True,524.0,129.82488205270977,0.9944,0.005,0.7317,0.0787,0.7179,0.1079,0.9998,0.0002,0.9802,0.0093,1.0,0.0,0.822,0.0589,0.6512,0.0487,0.5056,0.0206,2.4237,0.3888
0.1,1.0,0.1,2,False,73.4,19.907285098676812,0.8733,0.0428,0.7317,0.0872,0.7216,0.1096,0.9925,0.0024,0.9777,0.0089,0.6303,0.0668,0.4616,0.0818,0.8819,0.0357,0.7692,0.1049,0.5197,0.1138
0.05,0.75,0.75,3,True,317.4,70.85407539443304,0.9986,0.0011,0.7317,0.0694,0.7184,0.0982,0.9999,0.0,0.9805,0.0084,1.0,0.0,0.7855,0.0576,0.7286,0.0927,0.5298,0.0286,1.6947,0.289
0.05,0.0,0.1,3,True,291.0,79.87490219086344,0.9933,0.0142,0.7317,0.0783,0.718,0.1055,0.9997,0.0006,0.9797,0.0091,1.0,0.0,0.7908,0.0671,0.7103,0.1015,0.5034,0.0263,1.3151,0.3026
0.1,0.75,0.75,4,True,123.6,19.269146322554093,1.0,0.0,0.7316,0.0557,0.7209,0.0812,1.0,0.0,0.9792,0.0077,1.0,0.0,0.7392,0.0907,0.8536,0.0823,0.5466,0.0254,0.9231,0.1233
0.1,0.5,0.5,2,False,77.0,27.248853186877426,0.8774,0.0397,0.7316,0.081,0.7207,0.1047,0.9926,0.0026,0.9778,0.0094,0.6236,0.0707,0.465,0.0993,0.8893,0.037,0.8015,0.1221,0.4728,0.0694
0.025,1.0,1.0,5,True,464.0,324.7552924895913,0.9999,0.0002,0.7315,0.0731,0.7216,0.0936,1.0,0.0,0.9792,0.0076,1.0,0.0,0.7487,0.0781,0.8337,0.1046,0.535,0.0212,3.1295,0.9571
0.1,0.5,0.75,4,False,51.2,16.754103974847474,0.9754,0.0202,0.7314,0.062,0.7226,0.0865,0.9987,0.0011,0.9798,0.0073,0.8535,0.0807,0.4704,0.0834,0.9599,0.0321,0.7347,0.0768,0.5325,0.104
0.1,0.5,1.0,2,False,79.0,31.264996401726965,0.876,0.0414,0.7314,0.0669,0.7207,0.0908,0.9926,0.0027,0.9778,0.0079,0.6229,0.0647,0.4826,0.11,0.8891,0.0323,0.8321,0.118,0.466,0.093
0.05,0.0,1.0,4,False,94.8,25.547994050414214,0.9717,0.0171,0.7314,0.0644,0.7216,0.0845,0.9985,0.0009,0.9799,0.0064,0.8335,0.0801,0.4971,0.1082,0.9663,0.0214,0.7712,0.0751,0.761,0.1566
0.025,0.0,0.75,4,False,163.4,39.64593295660981,0.9671,0.0197,0.7314,0.0736,0.7207,0.0942,0.9983,0.001,0.9797,0.0076,0.8089,0.0847,0.4794,0.1254,0.9571,0.0238,0.7834,0.1087,1.0768,0.1877
0.025,0.1,0.75,4,True,437.0,126.91532610366646,0.9987,0.0021,0.7314,0.0764,0.7205,0.099,0.9999,0.0001,0.9801,0.0087,1.0,0.0,0.7765,0.1181,0.7816,0.1335,0.5288,0.0445,2.8664,0.9295
0.05,1.0,0.75,4,False,87.2,34.72319109759355,0.9634,0.0205,0.7314,0.076,0.7205,0.0977,0.998,0.0011,0.98,0.0074,0.8069,0.1033,0.49,0.0986,0.9562,0.0287,0.7562,0.0899,0.682,0.1296
0.025,0.5,0.75,4,False,153.0,31.44041984452498,0.9642,0.0163,0.7314,0.0722,0.7218,0.0923,0.9981,0.0009,0.9794,0.0076,0.7919,0.0537,0.4847,0.1186,0.9544,0.0176,0.7734,0.0884,1.2463,0.4137
0.1,0.1,1.0,2,False,78.6,30.50081966111731,0.8754,0.041,0.7314,0.0668,0.7208,0.0908,0.9925,0.0027,0.9778,0.0079,0.6236,0.0654,0.4826,0.11,0.8891,0.0324,0.8321,0.118,0.5823,0.3061
0.1,0.0,1.0,2,False,78.6,30.50081966111731,0.8754,0.041,0.7314,0.0668,0.7208,0.0908,0.9925,0.0027,0.9778,0.0079,0.6236,0.0654,0.4826,0.11,0.8891,0.0324,0.8321,0.118,0.4787,0.0903
0.1,1.0,0.1,3,True,160.8,43.619949564390836,0.9966,0.0066,0.7313,0.0782,0.7176,0.1063,0.9999,0.0003,0.9805,0.0092,1.0,0.0,0.7854,0.069,0.7559,0.1332,0.5478,0.049,0.84,0.1342
0.05,0.5,0.75,5,True,174.4,26.15912842584783,1.0,0.0,0.7313,0.0693,0.7216,0.0902,1.0,0.0,0.9799,0.0069,1.0,0.0,0.7522,0.0808,0.8451,0.0884,0.5407,0.0302,1.8256,0.7353
0.05,0.5,0.75,4,False,86.2,18.673510650116114,0.969,0.0174,0.7313,0.0754,0.7199,0.0969,0.9984,0.0009,0.9801,0.0073,0.8266,0.076,0.4726,0.0995,0.9601,0.0266,0.7604,0.0694,0.6871,0.0854
0.125,0.75,0.1,3,True,129.2,31.49126863116188,0.9988,0.0011,0.7313,0.0725,0.7204,0.099,0.9999,0.0,0.9796,0.009,1.0,0.0,0.7822,0.0912,0.7666,0.0945,0.5396,0.023,0.7459,0.1646
0.125,1.0,1.0,2,True,196.0,60.212125024782175,0.975,0.0342,0.7313,0.0718,0.7192,0.1008,0.9989,0.0015,0.9803,0.0081,1.0,0.0,0.8347,0.0597,0.6228,0.0836,0.4883,0.0436,1.0516,0.4885
0.075,0.0,0.75,5,False,60.2,14.805404418657398,0.995,0.0053,0.7313,0.054,0.7226,0.0758,0.9997,0.0003,0.9793,0.0057,0.9373,0.0486,0.469,0.0881,0.9853,0.0119,0.7634,0.0688,0.6746,0.1156
0.075,0.75,0.75,4,False,59.2,19.149412523625887,0.9674,0.0206,0.7312,0.0689,0.7211,0.0892,0.9983,0.0011,0.9798,0.0064,0.816,0.0973,0.4721,0.0666,0.9604,0.0248,0.7875,0.089,0.6912,0.269
0.1,0.5,0.75,4,True,122.8,28.428858577157122,0.9998,0.0004,0.7312,0.0602,0.7202,0.0854,1.0,0.0,0.9796,0.0073,1.0,0.0,0.78,0.0815,0.8682,0.0937,0.5794,0.0325,1.2464,0.5913
