params_eta,params_gamma,params_lambda,params_max_depth,params_scale_pos_weight,param_n_estimators_mean,param_n_estimators_std,tr_pr_auc_mean,tr_pr_auc_std,te_pr_auc_mean,te_pr_auc_std,adj_pr_auc_mean,adj_pr_auc_std,tr_roc_auc_mean,tr_roc_auc_std,te_roc_auc_mean,te_roc_auc_std,tr_recall_mean,tr_recall_std,te_recall_mean,te_recall_std,tr_precision_mean,tr_precision_std,te_precision_mean,te_precision_std,time_mean,time_std
0.1,1.0,0.1,5,False,49.8,7.694153624668538,0.998,0.0024,0.7279,0.0825,0.7189,0.1017,0.9999,0.0001,0.9802,0.0068,0.9581,0.0291,0.5174,0.1159,0.9945,0.0079,0.7401,0.0566,0.8786,0.2834
0.1,0.5,0.5,2,True,223.2,53.30759795751447,0.9727,0.0147,0.7279,0.077,0.7165,0.1046,0.9989,0.0006,0.9792,0.009,1.0,0.0,0.8501,0.0608,0.5986,0.0505,0.4926,0.0217,0.8196,0.2105
0.1,0.75,1.0,4,False,45.2,10.401922899156673,0.9635,0.0244,0.7278,0.0551,0.7185,0.0753,0.9981,0.0013,0.9789,0.0063,0.8145,0.0789,0.5005,0.0842,0.9486,0.0298,0.78,0.0995,0.7602,0.2894
0.05,0.5,0.5,3,False,90.2,15.658863304850707,0.9159,0.0309,0.7278,0.0891,0.7177,0.1092,0.9953,0.0018,0.979,0.0086,0.7028,0.0513,0.4708,0.1051,0.9114,0.0353,0.7475,0.0969,0.6306,0.0945
0.1,0.0,0.5,4,True,110.6,19.39845354661036,0.9992,0.0012,0.7278,0.0675,0.7173,0.0914,1.0,0.0,0.9791,0.0081,1.0,0.0,0.7748,0.0897,0.8223,0.129,0.5536,0.0331,0.8646,0.0843
0.025,0.5,0.75,5,True,333.0,78.00320506235626,0.9998,0.0003,0.7277,0.0702,0.7182,0.0929,1.0,0.0,0.9794,0.0074,1.0,0.0,0.7484,0.0914,0.8279,0.1075,0.5303,0.0335,3.0012,0.6364
0.1,1.0,1.0,5,False,38.4,7.63544366752843,0.9893,0.0073,0.7277,0.0714,0.7168,0.0925,0.9994,0.0004,0.9796,0.007,0.8859,0.0379,0.5092,0.0851,0.9818,0.0148,0.7727,0.1031,0.8275,0.1957
0.075,0.75,1.0,5,False,54.8,15.801898620102588,0.9908,0.0072,0.7277,0.054,0.7186,0.0761,0.9995,0.0004,0.9795,0.0064,0.8976,0.0576,0.4772,0.1119,0.9816,0.0153,0.7558,0.0574,0.6438,0.1197
0.025,0.75,1.0,3,True,593.6,127.06022194219558,0.9982,0.0013,0.7277,0.0636,0.715,0.0933,0.9999,0.0001,0.9803,0.0084,1.0,0.0,0.819,0.0653,0.69,0.0445,0.5342,0.0213,2.6631,1.1914
0.075,0.1,0.75,5,False,52.4,10.644247272588137,0.9927,0.0056,0.7276,0.0517,0.7194,0.0733,0.9996,0.0003,0.9794,0.0052,0.9101,0.0368,0.4768,0.0901,0.9812,0.0119,0.7488,0.0377,0.6419,0.1003
0.025,0.5,0.1,4,False,154.4,15.453155017665484,0.9738,0.0123,0.7276,0.0777,0.7186,0.0973,0.9987,0.0007,0.979,0.0079,0.8242,0.038,0.4712,0.1409,0.9668,0.017,0.7602,0.0865,1.1881,0.5315
0.05,0.5,0.1,2,True,357.0,54.78594710324902,0.9539,0.0282,0.7276,0.0777,0.7151,0.1064,0.998,0.0012,0.9796,0.0084,1.0,0.0,0.8842,0.069,0.5499,0.0599,0.4616,0.0549,1.2847,0.388
0.075,0.1,1.0,2,True,278.4,101.69955752116132,0.9608,0.0278,0.7276,0.0816,0.7152,0.1096,0.9983,0.0012,0.9799,0.009,1.0,0.0,0.8679,0.076,0.5686,0.0758,0.4848,0.0059,1.2454,0.2815
0.025,0.1,0.5,5,True,337.6,100.51517298398286,0.9998,0.0004,0.7276,0.0767,0.7181,0.0984,1.0,0.0,0.9789,0.0079,1.0,0.0,0.7456,0.0936,0.8219,0.1153,0.5342,0.0406,2.9812,0.4584
0.075,0.5,0.1,4,True,160.6,57.05523639421714,0.9998,0.0003,0.7275,0.0793,0.7163,0.1035,1.0,0.0,0.9786,0.0092,1.0,0.0,0.7655,0.081,0.8379,0.1303,0.5624,0.0625,1.4109,0.4451
0.075,0.1,0.5,4,False,67.6,19.831792657246094,0.9768,0.0259,0.7275,0.0707,0.7162,0.0933,0.9988,0.0014,0.9789,0.0073,0.8573,0.0929,0.4929,0.0963,0.9711,0.0264,0.7859,0.0668,0.6428,0.1227
0.025,0.1,0.1,2,True,752.2,210.0695123048559,0.953,0.0381,0.7275,0.0871,0.7152,0.1143,0.998,0.0017,0.9791,0.0097,1.0,0.0,0.851,0.0599,0.5533,0.0738,0.4561,0.044,2.3264,0.6258
0.1,1.0,0.5,3,True,160.2,50.27126415756819,0.9972,0.0043,0.7275,0.0709,0.7141,0.0997,0.9999,0.0002,0.9803,0.0085,1.0,0.0,0.7899,0.0602,0.7465,0.1445,0.5332,0.0258,0.8517,0.1985
0.025,0.5,0.75,2,True,765.8,179.6084630522738,0.9531,0.0262,0.7275,0.0843,0.7147,0.114,0.998,0.0011,0.98,0.0087,1.0,0.0,0.8742,0.0652,0.5455,0.0635,0.4783,0.0264,2.279,0.9562
0.1,0.1,0.75,5,False,38.4,8.96102672688794,0.9877,0.0105,0.7275,0.0747,0.7164,0.0961,0.9994,0.0005,0.9793,0.0073,0.8894,0.076,0.4947,0.0816,0.9791,0.0157,0.7426,0.095,0.5397,0.0379
0.05,0.0,1.0,3,False,110.4,39.373849189531875,0.9285,0.0393,0.7275,0.0805,0.716,0.1003,0.996,0.0023,0.9794,0.0078,0.7309,0.1079,0.4872,0.0817,0.9236,0.0436,0.7714,0.1142,0.6584,0.1042
0.125,0.1,0.75,4,True,93.8,18.912958520548816,0.9998,0.0003,0.7274,0.0547,0.7149,0.0792,1.0,0.0,0.979,0.0078,1.0,0.0,0.751,0.0617,0.8274,0.0996,0.5531,0.0507,0.8955,0.2279
0.05,0.1,0.1,2,True,392.8,80.56488068631393,0.9614,0.0253,0.7274,0.0767,0.7149,0.1054,0.9984,0.0011,0.9794,0.0084,1.0,0.0,0.8502,0.0542,0.5693,0.0679,0.4687,0.0245,1.4821,0.5272
0.025,1.0,0.5,3,True,567.2,155.0909410636224,0.9919,0.0153,0.7273,0.0729,0.7147,0.1007,0.9996,0.0007,0.9796,0.0096,1.0,0.0,0.7966,0.0519,0.6975,0.1292,0.5107,0.0416,2.5802,0.9346
0.075,0.5,0.1,2,False,96.8,36.69741135284613,0.873,0.0535,0.7273,0.0891,0.7166,0.1106,0.9923,0.0034,0.9774,0.0093,0.6229,0.0918,0.4788,0.0752,0.8968,0.0375,0.8125,0.1302,0.5101,0.0668
0.075,0.1,0.1,2,False,96.8,36.69741135284613,0.873,0.0535,0.7273,0.0891,0.7166,0.1106,0.9923,0.0034,0.9774,0.0093,0.6229,0.0918,0.4788,0.0752,0.8968,0.0375,0.8125,0.1302,0.8295,0.1365
0.1,0.1,1.0,3,True,162.6,33.886575513025804,0.9979,0.0026,0.7273,0.0638,0.7153,0.0926,0.9999,0.0001,0.9807,0.0081,1.0,0.0,0.7854,0.069,0.7406,0.1074,0.5349,0.0382,1.0437,0.2877
0.1,0.1,0.75,2,True,237.0,63.03570416835208,0.978,0.0152,0.7272,0.0607,0.7146,0.0906,0.9991,0.0006,0.9796,0.0073,1.0,0.0,0.8603,0.0642,0.6043,0.0481,0.4978,0.0379,0.9662,0.2744
0.125,0.5,0.1,3,False,44.8,16.037456157383566,0.9387,0.035,0.7272,0.0885,0.7171,0.1092,0.9966,0.002,0.9799,0.0077,0.7494,0.0679,0.4721,0.1316,0.9264,0.0527,0.7369,0.0689,0.5451,0.1622
0.025,0.5,0.1,2,False,275.6,91.1910083286724,0.8689,0.0423,0.7272,0.0868,0.7158,0.1079,0.9921,0.0028,0.9775,0.0091,0.6091,0.0681,0.4749,0.0816,0.8946,0.028,0.817,0.1378,1.2155,0.1447
0.025,0.1,0.1,2,False,275.6,91.1910083286724,0.8689,0.0423,0.7272,0.0868,0.7158,0.1079,0.9921,0.0028,0.9775,0.0091,0.6091,0.0681,0.4749,0.0816,0.8946,0.028,0.817,0.1378,0.9578,0.2598
0.025,0.0,0.1,2,False,275.6,91.1910083286724,0.8689,0.0423,0.7272,0.0868,0.7158,0.1079,0.9921,0.0028,0.9775,0.0091,0.6091,0.0681,0.4749,0.0816,0.8946,0.028,0.817,0.1378,0.9787,0.3395
0.025,0.75,0.5,2,True,755.0,195.50959055759898,0.9543,0.0271,0.7272,0.0847,0.7141,0.1137,0.9981,0.0012,0.9797,0.0092,1.0,0.0,0.8794,0.0541,0.5489,0.0599,0.4754,0.0378,2.3524,0.9033
0.075,0.0,1.0,4,False,63.6,9.44986772394196,0.9765,0.0116,0.7271,0.0625,0.7168,0.0846,0.9988,0.0006,0.9798,0.0068,0.8428,0.0503,0.49,0.1126,0.9648,0.0127,0.7483,0.1034,0.6064,0.0775
0.1,0.75,1.0,5,False,40.8,9.757048734120374,0.9919,0.0063,0.7271,0.0685,0.7176,0.0876,0.9996,0.0004,0.9794,0.0067,0.9103,0.0313,0.4837,0.0805,0.9851,0.0141,0.7591,0.1175,0.5486,0.0954
0.075,0.1,1.0,4,False,65.6,13.1833227981416,0.9772,0.02,0.727,0.0609,0.7172,0.0857,0.9988,0.0011,0.9794,0.0073,0.8438,0.0602,0.4846,0.1276,0.9683,0.0214,0.7391,0.0911,0.6313,0.1329
0.1,0.0,0.1,5,False,41.6,10.064790112068904,0.9967,0.0049,0.727,0.0754,0.7106,0.1035,0.9998,0.0003,0.9803,0.0063,0.9365,0.0407,0.5183,0.1184,0.9914,0.0118,0.7458,0.0561,0.8504,0.2197
0.125,0.0,1.0,4,False,40.6,16.622274212634082,0.9602,0.0331,0.727,0.0492,0.7184,0.0691,0.9979,0.0018,0.9787,0.0056,0.8236,0.1193,0.4668,0.0771,0.9483,0.039,0.7566,0.1078,0.7255,0.1851
0.05,0.1,1.0,5,True,186.2,30.800974010573103,1.0,0.0,0.727,0.0706,0.7167,0.0929,1.0,0.0,0.9796,0.0075,1.0,0.0,0.7499,0.094,0.8778,0.0868,0.5652,0.0288,1.905,0.6975
0.025,0.0,0.75,4,True,471.4,120.64742019620644,0.9992,0.0017,0.7269,0.074,0.7159,0.0986,1.0,0.0001,0.9791,0.0096,1.0,0.0,0.7737,0.0613,0.8132,0.1197,0.5515,0.0276,3.037,0.8947
0.025,1.0,0.5,5,True,450.8,277.4323340924774,1.0,0.0,0.7269,0.0733,0.718,0.0964,1.0,0.0,0.9787,0.0081,1.0,0.0,0.7484,0.1041,0.85,0.0997,0.5412,0.0499,3.1165,0.6786
0.1,1.0,1.0,4,True,134.6,21.870070873227643,1.0,0.0,0.7269,0.0779,0.7162,0.1012,1.0,0.0,0.9798,0.0079,1.0,0.0,0.7288,0.0819,0.9085,0.0375,0.5847,0.0355,1.2928,0.3316
0.025,1.0,0.75,4,True,555.6,353.0825682471453,0.9996,0.0006,0.7269,0.0733,0.7154,0.0977,1.0,0.0,0.979,0.0095,1.0,0.0,0.7823,0.0738,0.7775,0.1109,0.5389,0.0375,2.9144,0.3988
0.05,0.1,1.0,4,False,88.6,24.795160818191924,0.9671,0.0224,0.7269,0.0672,0.7171,0.0865,0.9983,0.0012,0.9795,0.0068,0.8112,0.0915,0.4827,0.1156,0.9618,0.0223,0.75,0.1247,0.7378,0.1637
0.125,0.0,0.5,4,True,95.6,19.37266114915553,0.9997,0.0006,0.7269,0.085,0.7137,0.1085,1.0,0.0,0.9793,0.0088,1.0,0.0,0.7463,0.1077,0.8493,0.1005,0.558,0.0438,0.7927,0.0986
0.125,0.75,1.0,4,True,184.0,192.1431757830603,1.0,0.0,0.7268,0.0618,0.7155,0.0893,1.0,0.0,0.9803,0.0077,1.0,0.0,0.777,0.0829,0.8724,0.0725,0.5738,0.0218,0.9209,0.2313
0.05,0.0,1.0,3,True,310.0,55.22227811309491,0.9961,0.0057,0.7268,0.0672,0.7141,0.0951,0.9998,0.0003,0.9802,0.0087,1.0,0.0,0.809,0.0676,0.7233,0.1254,0.522,0.0311,1.6449,0.3922
0.1,0.5,0.1,2,True,245.2,76.4113865860318,0.9712,0.0376,0.7268,0.0868,0.7131,0.1148,0.9988,0.0016,0.9789,0.0095,1.0,0.0,0.813,0.0533,0.6356,0.1089,0.4703,0.0305,1.1632,0.4472
0.1,0.1,0.1,4,True,109.2,25.400787389370432,0.9989,0.0021,0.7268,0.0729,0.7179,0.0953,1.0,0.0001,0.9779,0.009,1.0,0.0,0.7654,0.0856,0.825,0.1178,0.5438,0.0413,0.8738,0.08
0.125,0.5,0.1,2,False,61.0,28.442925306655784,0.8635,0.0705,0.7267,0.0801,0.716,0.1026,0.9922,0.004,0.9784,0.0084,0.6203,0.121,0.4479,0.089,0.8764,0.0527,0.7982,0.0929,0.4298,0.0758
0.025,1.0,1.0,4,False,163.0,23.78024390118823,0.9644,0.0196,0.7267,0.0709,0.7162,0.0901,0.9981,0.0011,0.9796,0.0069,0.7971,0.0637,0.4742,0.133,0.9527,0.0244,0.7487,0.0789,1.0396,0.1199
0.05,0.75,0.5,5,True,183.0,53.042435841503355,1.0,0.0,0.7267,0.0727,0.7165,0.0976,1.0,0.0,0.9792,0.0082,1.0,0.0,0.729,0.079,0.878,0.1031,0.5543,0.0444,1.7636,0.5456
0.025,0.5,0.75,4,True,432.2,108.5389331069732,0.9986,0.0018,0.7266,0.0716,0.7164,0.0955,0.9999,0.0001,0.979,0.0094,1.0,0.0,0.7889,0.0772,0.7815,0.1325,0.5396,0.0375,2.8618,1.045
0.025,1.0,0.1,2,True,801.2,253.3331798245149,0.9584,0.0357,0.7266,0.0833,0.7143,0.1107,0.9982,0.0016,0.9793,0.0095,1.0,0.0,0.8625,0.0457,0.5625,0.0654,0.4707,0.0458,2.4755,0.7873
0.05,0.1,1.0,2,True,447.2,99.30609246164104,0.9665,0.0213,0.7266,0.075,0.7141,0.1035,0.9986,0.0009,0.98,0.0082,1.0,0.0,0.8516,0.0724,0.5882,0.0777,0.4946,0.0274,1.2914,0.2314
0.125,0.1,0.75,5,True,73.8,24.468346899617064,1.0,0.0,0.7266,0.0789,0.7136,0.1027,1.0,0.0,0.9795,0.0078,1.0,0.0,0.748,0.0697,0.8588,0.1318,0.5695,0.0452,0.8589,0.1802
0.125,0.75,0.75,3,True,129.0,43.99431781491787,0.9952,0.009,0.7265,0.0674,0.7152,0.0922,0.9998,0.0004,0.9802,0.0088,1.0,0.0,0.8192,0.0683,0.7433,0.1264,0.5558,0.0412,0.9187,0.4956
0.1,0.0,1.0,3,True,161.4,42.05115931814485,0.9981,0.0012,0.7265,0.0656,0.7141,0.094,0.9999,0.0001,0.9809,0.0079,1.0,0.0,0.809,0.0676,0.7383,0.1311,0.5426,0.0406,0.8415,0.1346
0.05,0.1,1.0,3,False,99.2,16.02186006679624,0.9244,0.0309,0.7265,0.0788,0.7151,0.0985,0.9958,0.0018,0.9793,0.0076,0.712,0.0677,0.4872,0.0817,0.9232,0.0429,0.7714,0.1142,0.6657,0.0965
0.025,0.1,0.5,2,True,773.4,200.5300476237913,0.955,0.0403,0.7265,0.0857,0.7143,0.1139,0.9981,0.0018,0.9793,0.0098,1.0,0.0,0.8743,0.05,0.5568,0.0692,0.4683,0.0573,2.385,0.9108
0.025,0.5,0.1,3,True,571.4,76.19908135929198,0.9969,0.0041,0.7264,0.0642,0.7141,0.0933,0.9999,0.0002,0.9796,0.0085,1.0,0.0,0.7921,0.0668,0.6992,0.0481,0.5069,0.0253,2.6052,0.9354
0.075,0.0,0.1,2,False,87.8,26.432934002868468,0.8634,0.041,0.7264,0.0871,0.7158,0.1084,0.9917,0.0027,0.9774,0.0091,0.6013,0.0713,0.4737,0.0709,0.8947,0.036,0.8111,0.1298,0.5819,0.259
0.125,1.0,0.75,4,True,124.2,64.3793445135938,1.0,0.0001,0.7264,0.0694,0.7168,0.0916,1.0,0.0,0.9785,0.008,1.0,0.0,0.7331,0.0871,0.8633,0.0889,0.5446,0.0143,1.0276,0.4544
0.05,1.0,0.75,2,False,132.4,38.37707649105127,0.8587,0.053,0.7264,0.0785,0.7146,0.1014,0.9914,0.0034,0.977,0.009,0.5943,0.0836,0.4568,0.0751,0.8812,0.0415,0.8083,0.1532,0.5942,0.0642
0.1,0.1,0.1,3,False,53.0,17.84656829757475,0.9362,0.0335,0.7264,0.0968,0.7171,0.1155,0.9965,0.002,0.9799,0.0077,0.7343,0.0926,0.4761,0.1539,0.9274,0.0285,0.7884,0.0917,0.4734,0.0835
0.1,0.0,1.0,2,True,201.6,56.36754385282367,0.9578,0.0349,0.7264,0.0731,0.7139,0.1014,0.9982,0.0016,0.9797,0.0086,1.0,0.0,0.8569,0.0649,0.5742,0.0862,0.4735,0.0439,1.0392,0.414
0.075,0.0,0.1,4,True,161.6,35.80921669067895,0.9998,0.0003,0.7263,0.0728,0.7171,0.0965,1.0,0.0,0.9778,0.0104,1.0,0.0,0.7493,0.0792,0.8679,0.101,0.581,0.0577,1.4175,0.5847
0.025,1.0,0.5,4,True,382.0,64.4709236788182,0.9992,0.001,0.7263,0.0684,0.7162,0.0934,1.0,0.0,0.9789,0.009,1.0,0.0,0.7917,0.0908,0.7379,0.047,0.5276,0.0165,2.5925,0.7076
0.05,0.0,1.0,2,True,407.6,93.26735763384744,0.9602,0.025,0.7263,0.0689,0.7145,0.0978,0.9984,0.001,0.9798,0.0083,1.0,0.0,0.8735,0.0512,0.5618,0.0544,0.4829,0.0377,1.4178,0.4633
0.1,0.5,1.0,2,True,238.4,48.454101993536106,0.9751,0.0148,0.7262,0.0814,0.7121,0.1088,0.999,0.0006,0.9798,0.0081,1.0,0.0,0.8516,0.0724,0.6131,0.06,0.4972,0.0221,1.0166,0.2485
0.05,0.1,0.5,4,False,82.2,21.37054047047009,0.9679,0.0178,0.7261,0.069,0.7158,0.0927,0.9983,0.0009,0.979,0.0073,0.8101,0.0794,0.4858,0.0894,0.961,0.0235,0.775,0.102,0.6703,0.0939
0.075,0.75,0.1,2,False,86.4,22.45662485771181,0.8633,0.0332,0.7261,0.0873,0.7157,0.1092,0.9917,0.0022,0.9775,0.0094,0.6027,0.0536,0.4701,0.0644,0.8939,0.0316,0.8125,0.1302,0.487,0.0687
0.1,1.0,0.75,2,True,186.4,71.90479817091486,0.9496,0.0524,0.726,0.074,0.7143,0.1029,0.9977,0.0026,0.9796,0.0081,1.0,0.0,0.8637,0.0643,0.5546,0.0899,0.4749,0.0773,0.7258,0.1852
0.075,0.5,0.75,5,False,50.8,11.38859078200635,0.9916,0.006,0.726,0.0583,0.7173,0.0817,0.9996,0.0003,0.979,0.0063,0.901,0.0427,0.4499,0.0823,0.983,0.0143,0.7518,0.0422,0.7246,0.3332
0.025,0.5,0.75,5,False,151.4,25.234896472940004,0.9926,0.0053,0.7259,0.0689,0.7158,0.0902,0.9996,0.0003,0.9795,0.007,0.9074,0.045,0.4675,0.1507,0.9841,0.0121,0.7504,0.0525,1.4802,0.6801
0.05,0.0,1.0,5,False,85.8,23.188359148503803,0.9925,0.0062,0.7259,0.0614,0.7149,0.0837,0.9996,0.0003,0.98,0.0059,0.9097,0.058,0.4789,0.1128,0.981,0.0124,0.7552,0.1099,0.8265,0.1419
0.075,0.75,0.5,4,False,66.0,29.816103031751148,0.9711,0.0285,0.7259,0.0746,0.7158,0.0956,0.9985,0.0015,0.9789,0.0073,0.8388,0.115,0.4855,0.1021,0.9663,0.0274,0.7611,0.1003,0.6044,0.1467
0.05,0.0,0.5,2,True,448.4,194.2840703711964,0.9598,0.0547,0.7259,0.0836,0.7127,0.1113,0.9982,0.0025,0.9793,0.0094,1.0,0.0,0.8644,0.0343,0.5893,0.0974,0.4796,0.0601,1.6875,0.6575
0.1,1.0,1.0,2,False,69.0,16.015617378046965,0.8647,0.036,0.7259,0.0639,0.7154,0.0874,0.9918,0.0024,0.9773,0.0077,0.6036,0.0487,0.4545,0.0763,0.8838,0.0332,0.8338,0.1174,0.5287,0.1651
0.125,0.5,0.75,3,True,125.6,20.839865642561136,0.9985,0.0017,0.7258,0.0723,0.7139,0.0984,0.9999,0.0001,0.9804,0.0091,1.0,0.0,0.8222,0.052,0.7345,0.0703,0.5519,0.0242,0.9856,0.2749
0.05,0.0,0.5,4,False,89.4,29.837895368138817,0.9712,0.0168,0.7258,0.0739,0.7153,0.0971,0.9985,0.0009,0.979,0.0079,0.8329,0.0893,0.484,0.1152,0.9652,0.0209,0.7648,0.0822,0.7079,0.1478
0.075,1.0,0.1,4,False,58.0,18.12456896039186,0.971,0.0241,0.7258,0.0819,0.7169,0.1002,0.9985,0.0013,0.9792,0.0069,0.8359,0.1035,0.459,0.1635,0.9637,0.0246,0.7427,0.094,0.5674,0.0621
0.05,0.75,0.5,2,True,426.0,123.68306270464036,0.9661,0.0275,0.7258,0.0809,0.7128,0.1088,0.9986,0.0012,0.9794,0.009,1.0,0.0,0.8561,0.0656,0.5791,0.0671,0.4847,0.0335,1.2998,0.427
0.05,1.0,1.0,5,False,86.0,14.679918255903198,0.9925,0.008,0.7258,0.0614,0.7147,0.0837,0.9996,0.0004,0.9797,0.0064,0.9145,0.0552,0.4986,0.1222,0.9879,0.0121,0.7531,0.0743,0.9301,0.2725
0.075,0.75,1.0,4,False,62.8,18.806913622388976,0.9707,0.0225,0.7258,0.065,0.7158,0.0878,0.9985,0.0012,0.9795,0.0068,0.8262,0.0852,0.4784,0.0936,0.9607,0.0307,0.7242,0.0855,0.777,0.3685
0.1,0.1,1.0,5,False,40.4,9.889388252060892,0.9891,0.0082,0.7257,0.0549,0.7178,0.0725,0.9994,0.0004,0.979,0.0063,0.8953,0.0538,0.5055,0.0961,0.9792,0.0201,0.7591,0.0685,0.5521,0.066
0.075,0.0,0.75,5,True,116.4,16.241921068642096,1.0,0.0,0.7257,0.0758,0.7134,0.0986,1.0,0.0,0.9793,0.0075,1.0,0.0,0.7352,0.0991,0.8637,0.085,0.5513,0.0444,1.4518,0.4018
0.025,0.1,1.0,2,True,760.0,216.58370206458287,0.9506,0.0378,0.7257,0.0805,0.7142,0.1083,0.9979,0.0017,0.9796,0.0091,1.0,0.0,0.8794,0.0541,0.5473,0.0614,0.4668,0.0516,2.1007,0.585
0.125,0.75,0.1,2,False,56.4,24.582514110643768,0.8563,0.0584,0.7257,0.0783,0.7153,0.1012,0.9917,0.0032,0.9784,0.0084,0.6027,0.0928,0.4392,0.0758,0.8769,0.0537,0.7971,0.0909,0.427,0.0766
0.05,0.1,0.75,2,True,386.8,84.28641646196616,0.9557,0.0253,0.7256,0.0812,0.7136,0.1109,0.9981,0.0011,0.9797,0.0089,1.0,0.0,0.8772,0.0652,0.5518,0.0635,0.471,0.0333,1.4179,0.6961
0.125,0.1,1.0,5,True,72.6,19.50128200913981,0.9997,0.0007,0.7256,0.0494,0.7152,0.073,1.0,0.0,0.9798,0.0056,1.0,0.0,0.7417,0.0976,0.8809,0.1039,0.5607,0.044,1.0335,0.5329
0.125,0.5,0.5,4,True,109.4,14.553350129781114,1.0,0.0,0.7256,0.0809,0.7137,0.1054,1.0,0.0,0.979,0.0094,1.0,0.0,0.7518,0.1102,0.9189,0.0587,0.575,0.0352,0.8524,0.1197
0.025,0.75,0.75,4,True,401.6,109.15722605489752,0.9986,0.0018,0.7256,0.0739,0.7155,0.0972,0.9999,0.0001,0.9791,0.0093,1.0,0.0,0.7809,0.083,0.7552,0.1276,0.5332,0.0354,2.6947,0.6666
0.075,0.0,0.1,5,False,55.2,14.703741020570241,0.9972,0.0024,0.7255,0.0778,0.7177,0.0952,0.9999,0.0001,0.9793,0.0061,0.9371,0.042,0.4915,0.147,0.994,0.0069,0.7229,0.0885,0.9401,0.241
0.025,0.75,0.1,2,False,254.4,81.03579456018186,0.8605,0.0262,0.7255,0.0841,0.7144,0.1056,0.9915,0.0017,0.9773,0.0088,0.5915,0.0415,0.4749,0.0816,0.8913,0.0212,0.817,0.1378,1.1817,0.4671
0.1,0.5,0.1,4,True,115.0,29.63950067055786,0.9991,0.0018,0.7255,0.0817,0.7143,0.1041,1.0,0.0001,0.9788,0.0095,1.0,0.0,0.7575,0.0737,0.8359,0.1244,0.5756,0.0536,1.1524,0.4127
0.05,1.0,1.0,2,True,441.0,100.87863995911127,0.9704,0.009,0.7255,0.0721,0.7132,0.1025,0.9988,0.0003,0.9799,0.0084,1.0,0.0,0.8777,0.0644,0.5814,0.0198,0.4934,0.0237,1.6165,0.6134
0.1,0.75,1.0,2,False,69.4,18.68956928342652,0.863,0.0453,0.7254,0.0651,0.7151,0.0883,0.9917,0.003,0.9772,0.0078,0.6056,0.0697,0.4632,0.0875,0.8762,0.0416,0.8422,0.1158,0.4695,0.0803
0.025,0.75,1.0,2,True,713.2,185.9494554979928,0.9436,0.036,0.7254,0.0821,0.7132,0.1101,0.9976,0.0016,0.9795,0.0087,1.0,0.0,0.8772,0.0652,0.5405,0.0775,0.463,0.0527,2.2085,0.984
0.125,0.75,0.1,3,False,44.4,15.192103211866355,0.9377,0.0342,0.7253,0.0871,0.7151,0.1077,0.9966,0.002,0.9796,0.0076,0.7494,0.0679,0.4721,0.1316,0.9257,0.0523,0.7369,0.0689,0.4458,0.0631
0.05,0.75,1.0,4,False,96.0,22.5055548698538,0.9728,0.0203,0.7253,0.0673,0.7146,0.0875,0.9986,0.0011,0.9794,0.0068,0.8408,0.0813,0.484,0.1152,0.9655,0.0226,0.7506,0.1245,1.0172,0.2363
0.1,0.1,0.1,2,True,207.6,39.18928424965172,0.9674,0.0204,0.7253,0.0745,0.7113,0.1025,0.9987,0.0008,0.9794,0.0085,1.0,0.0,0.8408,0.054,0.5872,0.0575,0.4886,0.0382,0.7995,0.1706
0.025,0.75,0.75,5,True,326.8,66.9417657370942,0.9996,0.0008,0.7253,0.0659,0.7156,0.0896,1.0,0.0,0.9795,0.0068,1.0,0.0,0.751,0.1117,0.8205,0.1043,0.5215,0.0336,2.9234,0.976
0.025,0.75,1.0,4,True,442.6,81.99573159622396,0.9997,0.0004,0.7252,0.0782,0.7134,0.1026,1.0,0.0,0.9792,0.0094,1.0,0.0,0.7824,0.0658,0.7902,0.1081,0.5397,0.0434,2.8971,0.738
0.125,0.1,0.1,3,True,142.0,37.71604433129222,0.9996,0.0005,0.7252,0.074,0.7126,0.1005,1.0,0.0,0.9793,0.0083,1.0,0.0,0.7843,0.0515,0.7972,0.0995,0.5539,0.0318,0.8141,0.1793
0.075,0.5,0.75,4,True,198.6,134.29556954717455,0.9996,0.0007,0.7252,0.0827,0.7144,0.1064,1.0,0.0,0.9796,0.01,1.0,0.0,0.7673,0.049,0.8058,0.1134,0.5538,0.0546,1.1198,0.2275
0.025,0.5,0.1,5,True,363.8,95.65929123718198,1.0,0.0001,0.7252,0.0872,0.7145,0.1105,1.0,0.0,0.9786,0.0089,1.0,0.0,0.7201,0.092,0.8991,0.1065,0.5536,0.0579,3.2671,1.3514
0.05,0.1,1.0,5,False,80.8,11.32254388377453,0.9928,0.0068,0.7252,0.0606,0.7141,0.0842,0.9996,0.0004,0.9799,0.0061,0.916,0.0403,0.5092,0.1291,0.9824,0.0122,0.7561,0.087,0.9009,0.334
0.05,0.5,1.0,3,True,295.0,58.47221562417487,0.9979,0.0019,0.7251,0.0596,0.712,0.0885,0.9999,0.0001,0.9805,0.0081,1.0,0.0,0.8174,0.0813,0.6955,0.0527,0.5161,0.0179,1.2937,0.2616
0.025,1.0,0.75,5,False,153.2,18.390214789392758,0.9925,0.0054,0.7251,0.0701,0.7152,0.0918,0.9996,0.0003,0.9799,0.007,0.9047,0.0425,0.47,0.1133,0.9831,0.0132,0.7674,0.0745,1.2037,0.141
