model,param,fold,test_recall,test_precision,test_pr_auc,test_roc_auc,test_pr_auc_adj,train_recall,train_precision,train_pr_auc,train_roc_auc,train_pr_auc_adj,time
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 125, 'random_state': 4}",5,0.5161290322580645,0.8,0.7415155519854014,0.9795560478102358,0.7466969826849904,0.8771331058020477,0.9809160305343512,0.9856099733807068,0.9990215285451798,0.9856067193453226,31.45809181200093
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 50, 'random_state': 4}",1,0.5217391304347826,0.8571428571428571,0.7457232067920478,0.9815509501260684,0.7842725142947363,0.9559748427672956,1.0,0.9996827692664269,0.9999856079904436,0.9996827552088072,8.903015369998684
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 50, 'random_state': 4}",2,0.5128205128205128,0.8333333333333334,0.7816479500075502,0.9768451519536904,0.7482125977000598,0.945054945054945,1.0,0.9998200028730386,0.9999921563090728,0.9998200028730386,12.17852765399948
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 50, 'random_state': 4}",3,0.4117647058823529,0.7368421052631579,0.6774079960182584,0.9800118323191346,0.662072400507438,0.9140271493212668,0.9950738916256158,0.9966898083370972,0.9998437462439,0.9966897049471016,13.175218948001202
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 50, 'random_state': 4}",4,0.2894736842105263,0.6875,0.6267366653353036,0.9629791603285672,0.5904895350821984,0.9058823529411764,0.9829787234042552,0.9924719212077098,0.9996359044512256,0.9924693624564652,15.506579778999368
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 50, 'random_state': 4}",5,0.4838709677419355,0.7894736842105263,0.7264683903137767,0.9771101573676682,0.7311078664940692,0.8839590443686007,0.9773584905660376,0.988465224990615,0.9994393211874656,0.988462708966558,16.837447267000243
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 75, 'random_state': 4}",1,0.5217391304347826,0.9230769230769232,0.7548643320785539,0.9812434659615028,0.791142613902774,0.9937106918238994,1.0,1.0,1.0,1.0,13.947843563999411
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 75, 'random_state': 4}",2,0.5384615384615384,0.8076923076923077,0.7701343565452604,0.9769564733385284,0.7345728027106084,1.0,1.0,1.0,1.0,1.0,16.501552077999804
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 75, 'random_state': 4}",3,0.4705882352941176,0.7619047619047619,0.6910236135743798,0.9800963488843812,0.6768373031492908,0.9683257918552036,1.0,0.9999388055196882,0.9999972262646846,0.9999388055196884,20.11197908999929
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 75, 'random_state': 4}",4,0.2894736842105263,0.6875,0.6228982383031033,0.9617242166108914,0.5862292336940209,0.9450980392156862,0.9958677685950412,0.9990758810009018,0.999957206496194,0.9990757980452506,21.730062263000946
